Category,Response,Sensorimotor.version,Item.number,Participant,Trial.no.,Rank,Production.frequency,Mean.rank,First.rank.frequency,LgSUBTLWF,Sensorimotor.proximity,Linguistic.proximity
time of day,teatime,teatime,15262,21,30,11,4,9,NA,1.38,0.816210141,0.472935033
tool,axe,axe,13781,79,5,8,2,7.5,NA,2.4,0.98358865,4.955593688
tool,bolts,bolt,10145,79,5,5,2,7,NA,2.05,0.89305436,0
tool,chisel,chisel,4945,28,23,3,3,3.333333333,NA,1.66,0.979978165,6.170129576
tool,crowbar,crowbar,13145,31,20,8,2,5.5,NA,1.83,0.974542195,0
tool,drill,drill,5593,49,33,3,9,4.888888889,NA,2.85,0.944734242,5.039144264
tool,hammer,hammer,2364,19,9,2,20,1.4,15,2.8,0.977630553,3.485675562
tool,knife,knife,5405,43,32,3,2,4.5,NA,3.38,0.96764634,2.531529112
tool,nails,nail,6537,79,5,3,4,4.75,NA,2.75,0.985220694,2.024923733
tool,pliers,pliers,14765,31,20,10,3,5.666666667,NA,1.78,0.954291059,7.347525827
tool,saw,saw,8194,70,16,4,9,4.444444444,NA,4.31,0.960645347,0.452623088
tool,screwdriver,screwdriver,87,19,9,1,16,2.6875,3,2.11,0.972762767,5.902465845
tool,screws,screw,8968,31,20,5,4,7.5,NA,2.25,0.985340295,4.001529972
tool,shovel,shovel,9907,70,16,5,2,3.5,NA,2.54,0.958110592,3.666928047
tool,spanner,wrench,4432,79,5,2,9,1.888888889,2,1,0.978122312,6.921933146
tool,wrench,wrench,8592,19,9,5,6,4.833333333,NA,2.31,0.978122312,0
tree,apple,apple,15881,36,28,12,2,9,NA,3.08,0.734198469,5.5576829
tree,apple tree,apple tree,1700,63,34,1,7,3,1,3.654520726,0.954390275,12.22881477
tree,ash,ash,5621,51,8,3,4,3.75,1,2.67,0.972722173,5.104012951
tree,birch,birch,7081,30,34,4,4,3.25,NA,1.9,0.976307764,6.240388793
tree,cedar,cedar,3081,39,8,2,2,2.5,NA,2.11,0.948040194,7.595390068
tree,cherry,cherry,16756,36,28,15,2,9.5,NA,2.84,0.6890059,5.86780571
tree,chestnut,chestnut,8451,78,35,4,3,2.666666667,NA,1.82,0.819465858,6.625505538
tree,christmas tree,christmas tree,4306,75,32,2,2,5,NA,3.983215008,0.975236589,11.96468566
tree,elm,elm,14856,42,5,10,3,5.666666667,NA,1.87,0.979144355,7.578711327
tree,evergreen,evergreen,272,24,1,1,2,2,1,1.04,0.933597422,7.311924786
tree,fir,fir,9205,42,5,5,3,3.333333333,NA,1.36,0.991994112,7.204831152
tree,horse chestnut,chestnut,13278,42,5,8,2,5.5,NA,3.685953933,0.819465858,8.36283836
tree,maple,maple,7831,57,12,4,3,2,2,2.22,0.740920933,5.543777536
tree,oak,oak,6855,24,1,4,11,2.090909091,5,2.46,0.973168954,6.895855801
tree,oak tree,oak tree,6235,69,37,3,6,2.333333333,2,3.556268041,0.978328112,13.56698767
tree,pear,pear,191,21,36,1,4,6.5,1,1.84,0.682766269,7.003647287
tree,pine,pine,5024,30,34,3,5,3.4,NA,2.5,0.908612383,5.671443605
tree,pine tree,pine tree,1889,69,37,1,4,2.75,2,3.559612088,0.934816802,12.34257548
tree,silver birch,birch,10707,36,28,6,3,6,NA,3.230766331,0.976307764,6.601399394
tree,sycamore,sycamore,3585,54,14,2,5,4,1,1.69,0.977114881,7.857427355
tree,willow,willow,615,33,4,1,5,2.6,2,2.5,0.924441683,6.225074372
tree,willow tree,willow tree,6057,63,34,3,2,2,1,3.559612088,0.985014221,12.89620624
two-dimensional shape,circle,circle,2708,28,10,2,18,2.222222222,5,3.04,0.969078634,31.64482383
two-dimensional shape,hexagon,hexagon,12499,61,37,7,10,5.3,NA,0.7,0.92601637,0
two-dimensional shape,octagon,octagon,9111,37,23,5,12,6.666666667,NA,1.08,0.979152091,0
two-dimensional shape,parallelogram,parallelogram,14713,25,17,10,4,8.75,NA,0.48,0.943534663,0
two-dimensional shape,pentagon,pentagon,6904,25,17,4,12,5.416666667,NA,2.48,0.957038518,0
two-dimensional shape,rectangle,rectangle,7091,31,6,4,10,3.9,NA,1.08,0.95428417,78.02834614
two-dimensional shape,square,square,4456,79,29,2,21,2.333333333,8,3.21,0.985441702,16.23093709
two-dimensional shape,triangle,triangle,15317,25,17,11,19,2.842105263,6,2.34,0.942208023,0
two-wheeled vehicle,bicycle,bicycle,753,37,27,1,16,1.0625,15,2.53,0.928313684,29.38025573
two-wheeled vehicle,bike,bike,1033,46,5,1,3,1,3,3.12,0.94648391,0
two-wheeled vehicle,moped,moped,5230,37,27,3,3,2.666666667,NA,1.38,0.980203306,0
two-wheeled vehicle,motorbike,motorbike,2622,25,38,2,10,1.9,1,1.59,0.955881652,0
two-wheeled vehicle,motorcycle,motorcycle,3024,37,27,2,3,2,1,2.66,0.953747807,0
two-wheeled vehicle,scooter,scooter,6250,70,13,3,7,3.285714286,NA,2.15,0.963385113,26.24621742
type of word,adjective,adjective,8642,20,28,5,16,2.8125,2,1.42,0.930467139,13.37382487
type of word,adverb,adverb,6739,20,28,4,9,3.666666667,NA,1.04,0.889070464,28.36903714
type of word,noun,noun,2035,74,28,1,16,1.6875,12,1.45,0.947721152,16.95396514
type of word,pronoun,pronoun,9835,68,3,5,5,3.8,NA,1.11,0.9187288,0
type of word,verb,verb,8221,71,7,4,13,2.692307692,NA,1.74,0.883175014,16.5401819
unit of length,centimetre,centimeter,1132,48,35,1,12,2.583333333,3,0.85,0.978575375,26.6168276
unit of length,centimetres,centimeter,6053,63,29,3,7,2.285714286,1,1.04,0.978575375,5.652802412
unit of length,feet,foot,7384,42,9,4,8,4.875,NA,3.79,0.737516658,0
unit of length,foot,foot,8858,27,18,5,10,5,NA,3.52,0.737516658,1.212952808
unit of length,inch,inch,3572,54,1,2,6,4.833333333,NA,2.8,0.976928214,0.468149916
unit of length,inches,inch,5352,42,9,3,11,5.272727273,NA,2.82,0.976928214,0
unit of length,kilometre,kilometer,10019,75,8,5,8,5.125,NA,0.78,0.885477391,7.974257823
unit of length,kilometres,kilometer,9208,42,9,5,6,4.5,1,1.36,0.885477391,0
unit of length,light year,light year,9058,36,1,5,2,6.5,NA,4.354814186,0.665654825,0.042478229
unit of length,metre,meter,1326,54,1,1,12,2.25,5,1.18,0.975872017,16.45561402
unit of length,metres,meter,3274,45,18,2,7,3,2,1.84,0.975872017,0.253743101
unit of length,mile,mile,9488,54,1,5,8,5,1,3.03,0.874976814,0
unit of length,miles,miles,11009,51,38,6,7,5.142857143,1,3.65,0.920142846,3.14440888
unit of length,millimetre,millimeter,1558,60,8,1,11,2.363636364,5,1.11,0.962080317,18.45599506
unit of length,yard,yard,14141,39,31,9,6,6.666666667,NA,3.11,0.940811317,6.001363723
unit of length,yards,yard,9750,63,29,5,4,6,NA,2.88,0.940811317,0
unit of time,centuries,century,13739,76,35,8,5,8.6,NA,2.58,0.879106082,0
unit of time,century,century,14337,61,32,9,6,8.833333333,NA,3.03,0.879106082,0
unit of time,day,day,11329,67,39,6,4,5.75,NA,4.61,0.96410773,0
unit of time,days,days,9899,70,7,5,12,4.416666667,NA,4.19,0.987297245,0
unit of time,decade,decade,14392,67,39,9,3,9.333333333,NA,2.39,0.958889805,0
unit of time,decades,decade,12902,19,8,8,4,7.5,NA,2.31,0.958889805,0
unit of time,fortnight,fortnight,15843,31,15,12,2,10,NA,1.67,0.898311137,0.997302883
unit of time,hour,hour,7951,61,32,4,5,2.6,2,3.92,0.950037275,0.139524733
unit of time,hours,hour,6244,70,7,3,16,2.875,2,4.04,0.950037275,0
unit of time,millennia,millennia,14611,19,8,10,5,9,NA,1.32,0.917468647,0
unit of time,millennium,millennium,15700,79,7,11,2,11,NA,2.34,0.942083047,0
unit of time,minute,minute,6161,67,39,3,5,2.8,NA,4.28,0.917632253,0
unit of time,minutes,minute,3292,46,1,2,14,2.142857143,2,4.14,0.917632253,0
unit of time,month,month,9246,43,22,5,3,6.333333333,NA,3.69,0.898744036,0
unit of time,months,month,11959,28,32,7,9,6.222222222,NA,3.92,0.898744036,0.12900612
unit of time,second,second,6600,80,31,3,3,2.666666667,NA,4.16,0.940886229,0
unit of time,seconds,second,762,37,36,1,16,1.6875,10,3.56,0.940886229,0
unit of time,week,week,12389,55,1,7,3,6.666666667,NA,4.09,0.910732522,0
unit of time,weeks,week,10074,76,35,5,9,5.888888889,NA,3.82,0.910732522,0.436513381
unit of time,year,year,14273,55,1,9,5,7.8,NA,4.15,0.89399816,0
unit of time,years,year,10905,46,1,6,10,6.7,NA,4.46,0.89399816,0
unit of weight,cups,cup,14449,71,13,9,2,7,NA,2.51,0.819070545,0
unit of weight,gram,gram,1849,68,36,1,10,2.7,2,2.12,0.863252356,0
unit of weight,grams,gram,2312,17,35,2,3,2,1,2.58,0.863252356,0
unit of weight,kilogram,kilogram,1532,59,21,1,14,1.642857143,7,0.6,0.934498933,29.48228349
unit of weight,kilograms,kilogram,4356,77,4,2,5,1.8,2,0.78,0.934498933,15.23154522
unit of weight,litre,liter,11302,65,32,6,4,5,NA,0.78,0.883156677,0
unit of weight,milligram,milligram,7795,56,9,4,3,2.333333333,1,1.46,0.887191185,0
unit of weight,milligrams,milligram,7455,44,17,4,2,5,NA,2,0.887191185,0
unit of weight,ounce,ounce,8141,68,36,4,6,3.333333333,NA,2.32,0.900341621,0
unit of weight,ounces,ounce,4262,74,27,2,6,4,NA,2.08,0.900341621,13.67939859
unit of weight,pound,pound,1412,56,9,1,8,3.125,1,2.85,0.877151651,0
unit of weight,pounds,pound,6464,77,4,3,7,2.857142857,2,3.2,0.877151651,0
unit of weight,stone,stone,9857,68,36,5,9,3.777777778,1,3.32,0.861907215,1.018333425
unit of weight,stones,stone,5428,44,17,3,2,3,NA,2.76,0.861907215,0.891421257
unit of weight,ton,ton,8076,65,32,4,9,4.666666667,1,2.58,0.979796229,5.132060913
vegetable,asparagus,asparagus,5716,53,35,3,3,9,NA,1.71,0.986391004,4.935315421
vegetable,aubergine,eggplant,13528,62,13,8,8,6,1,1.08,0.994255394,6.547711152
vegetable,beans,bean,9484,53,35,5,3,11.66666667,NA,2.87,0.966148347,4.337382495
vegetable,beetroot,beet,5897,59,15,3,4,6,1,0.7,0.984842862,5.359605233
vegetable,broccoli,broccoli,6470,77,11,3,15,5.466666667,2,2.07,0.979302199,5.517457402
vegetable,brussels sprouts,brussels sprouts,14290,56,5,9,4,6.25,NA,2.26149035,0.983955288,5.309223044
vegetable,butternut squash,butternut squash,7126,32,5,4,3,7.666666667,NA,2.366954289,0.986939639,10.9958265
vegetable,cabbage,cabbage,5252,38,14,3,11,6.090909091,NA,2.17,0.982431881,5.850257136
vegetable,carrot,carrot,2134,77,11,1,14,2.285714286,7,2.29,0.983470703,6.1968304
vegetable,carrots,carrot,15507,53,35,11,4,4,1,2.3,0.983470703,4.948076443
vegetable,cauliflower,cauliflower,14674,23,19,10,10,7.2,1,1.46,0.992454656,7.194402642
vegetable,courgette,zucchini,8289,74,12,4,4,8.5,NA,0.3,0.984049159,0
vegetable,cucumber,cucumber,13312,44,6,8,9,5.333333333,2,2.01,0.996585269,5.321470104
vegetable,green beans,green beans,16231,35,25,13,4,10.75,NA,3.64900975,0.981349573,7.4059178
vegetable,kale,kale,4751,23,19,3,3,6.333333333,NA,1.46,0.969628258,4.335063049
vegetable,leek,leek,4076,68,33,2,2,5,NA,1.2,0.975305307,6.657781445
vegetable,lettuce,lettuce,13485,59,15,8,10,5.4,1,2.24,0.977165677,5.16320802
vegetable,onion,onion,4003,65,38,2,7,4.285714286,1,2.34,0.986070519,4.813391665
vegetable,parsnip,parsnip,8218,71,4,4,4,5.5,NA,0.7,0.987328863,7.638152638
vegetable,parsnips,parsnip,14901,47,21,10,6,9,NA,0.48,0.987328863,5.636853498
vegetable,peas,pea,13156,32,5,8,7,7.571428571,NA,2.38,0.972762909,4.593994852
vegetable,pepper,pepper,2853,32,5,2,4,5.5,NA,2.65,0.976766776,3.652411538
vegetable,peppers,pepper,11683,17,38,7,3,7.666666667,NA,2.03,0.976766776,5.243661803
vegetable,potato,potato,13602,68,33,8,4,10.75,NA,2.76,0.994012127,5.791769256
vegetable,potatoes,potato,13112,29,6,8,2,6.5,NA,2.75,0.994012127,4.787991148
vegetable,pumpkin,pumpkin,12773,77,11,7,2,9.5,NA,2.74,0.969993881,5.753581117
vegetable,radish,radish,16465,23,19,14,2,9.5,NA,1.51,0.989530058,4.370252477
vegetable,spinach,spinach,7294,38,14,4,9,7.888888889,NA,2.12,0.974985679,5.86172029
vegetable,sprouts,brussels sprouts,13460,56,5,8,4,10,NA,1.94,0.983955288,5.309223044
vegetable,swede,turnip,16577,53,35,14,6,6.5,1,1.86,0.988688015,6.964148103
vegetable,sweet potato,sweet potato,5156,35,25,3,3,9.666666667,NA,3.902467542,0.989633452,7.623207693
vegetable,tomato,tomato,1773,65,38,1,3,2.666666667,1,2.48,0.997008698,5.031404541
vegetable,tomatoes,tomato,11167,59,15,6,2,4.5,NA,2.34,0.997008698,3.303259726
vegetable,turnip,turnip,4163,71,4,2,3,6.333333333,NA,1.95,0.988688015,7.452714638
vegetable,turnips,turnip,11963,29,6,7,2,9.5,NA,1.61,0.988688015,6.165781964
vehicle,aeroplane,airplane,11084,54,33,6,6,7,NA,1.86,0.944434337,1.06032238
vehicle,ambulance,ambulance,15889,36,37,12,2,6.5,1,3.06,0.943917704,3.384928219
vehicle,bicycle,bicycle,6501,78,8,3,5,5.6,NA,2.53,0.912314832,3.183538036
vehicle,bike,bike,8165,69,24,4,4,5.25,NA,3.12,0.924019281,1.723105001
vehicle,boat,boat,13041,24,34,8,4,6,NA,3.69,0.976598131,0
vehicle,boats,boat,13390,51,33,8,2,8,NA,2.78,0.976598131,0
vehicle,bus,bus,7380,42,4,4,10,4.9,NA,3.58,0.951357728,1.866835683
vehicle,car,car,631,33,20,1,17,1.058823529,16,4.39,0.975014219,3.143177878
vehicle,cars,car,1470,57,34,1,2,1,2,3.37,0.975014219,2.384854065
vehicle,coach,coach,5115,33,20,3,4,7.5,NA,3.39,0.85579149,0
vehicle,helicopter,helicopter,14855,42,4,10,5,8,NA,2.91,0.887801493,0.933144046
vehicle,lorry,truck,7891,60,5,4,12,3.5,NA,1.79,0.966797922,4.110809486
vehicle,minibus,minibus,4805,24,34,3,4,6.25,NA,1.46,0.945440848,3.687734667
vehicle,moped,moped,16188,24,34,13,3,12.66666667,NA,1.38,0.979264602,4.486100806
vehicle,motorbike,motorbike,10951,48,5,6,10,5.4,NA,1.59,0.97052655,3.159997035
vehicle,motorcycle,motorcycle,16257,36,37,13,3,6.666666667,NA,2.66,0.953813149,4.422697909
vehicle,plane,plane,14138,39,25,9,6,5.833333333,NA,3.69,0.947623724,0
vehicle,scooter,scooter,10332,21,14,6,4,8,NA,2.15,0.935038751,2.848110942
vehicle,skateboard,skateboard,14536,78,8,9,2,9.5,NA,1.93,0.9062985,0
vehicle,taxi,taxi,11369,69,24,6,3,5.666666667,NA,3.12,0.969352508,0
vehicle,tractor,tractor,15257,21,14,11,3,7.333333333,NA,2.28,0.97096509,2.143414151
vehicle,train,train,9978,72,29,5,7,7.285714286,NA,3.69,0.872049235,0
vehicle,truck,truck,3793,60,5,2,6,3.666666667,NA,3.57,0.966797922,3.715042013
vehicle,trucks,trucks,5644,51,33,3,3,2.666666667,NA,2.7,0.949504747,3.884507631
vehicle,van,van,13226,36,37,8,10,4.7,NA,3.42,0.96853066,2.916905621
vehicle,wagon,wagon,4671,21,14,3,2,2.5,NA,2.96,0.943932721,1.53663354
violent crime,armed robbery,robbery,6326,72,16,3,2,3.5,NA,3.371029996,0.980912345,29.87381541
violent crime,arson,arson,6402,75,16,3,2,4.5,NA,2.19,0.922546319,23.46354103
violent crime,assault,assault,1984,72,16,1,11,2.818181818,1,2.95,0.920225888,11.60354593
violent crime,battery,battery,9156,39,12,5,3,5.333333333,NA,2.8,0.893630741,0
violent crime,domestic violence,domestic violence,12802,78,20,7,2,4.5,NA,3.184609374,0.953866422,21.65048901
violent crime,genocide,genocide,7914,60,29,4,2,3,NA,1.8,0.967417563,0
violent crime,hate,hate,5010,30,17,3,2,3.5,NA,4.04,0.899886446,2.312173699
violent crime,kidnapping,kidnapping,3270,45,14,2,3,6.666666667,NA,2.79,0.888993091,0
violent crime,manslaughter,manslaughter,11383,69,38,6,3,4.333333333,1,2.15,0.983069942,0
violent crime,murder,murder,626,33,15,1,17,1.352941176,13,3.76,0.964517218,9.030612473
violent crime,rape,rape,6513,78,20,3,14,3.071428571,2,2.91,0.913072168,21.38228507
violent crime,robbery,robbery,4893,27,6,3,3,4.333333333,NA,3.07,0.980912345,27.05755543
violent crime,shooting,shooting,3698,57,13,2,2,4,NA,3.46,0.924547638,0
violent crime,shootings,shooting,13296,42,38,8,2,8,NA,1.63,0.924547638,20.59833097
violent crime,stabbing,stabbing,8767,24,21,5,5,3.6,2,2.06,0.84348968,17.24915559
violent crime,theft,theft,4290,75,16,2,3,3.333333333,NA,2.54,0.945721651,12.46967959
violent crime,torture,torture,10891,45,14,6,2,6,NA,2.91,0.941231372,0
water bird,duck,duck,5191,36,23,3,10,2.1,5,3.1,0.96765099,8.164802505
water bird,flamingo,flamingo,649,33,38,1,5,2,2,1.79,0.871887362,0
water bird,geese,goose,8562,18,9,5,2,6,NA,1.91,0.949298045,6.071958222
water bird,goose,goose,6216,69,18,3,4,7.5,NA,2.82,0.949298045,0
water bird,heron,heron,4395,78,7,2,4,3.5,1,1.18,0.904189962,7.892641455
water bird,kingfisher,kingfisher,13428,54,21,8,2,5,NA,1,0.932561478,13.24133513
water bird,pelican,pelican,2167,78,7,1,5,2.6,3,1.95,0.896365877,11.07467603
water bird,penguin,penguin,9028,33,38,5,5,4.8,1,2.17,0.881756294,3.319516955
water bird,puffin,puffin,15398,36,23,11,2,7.5,NA,0.95,0.870227331,0
water bird,seagull,seagull,3468,51,10,2,5,3.2,3,1.8,0.906527437,4.122354743
water bird,stork,stork,2584,24,39,2,2,6,NA,1.92,0.887580675,0
water bird,swan,swan,3175,42,29,2,8,5.5,NA,2.54,0.880284284,7.502021373
water bird,swans,swan,2325,18,9,2,2,4,NA,1.82,0.880284284,7.123762669
water sport,canoeing,canoeing,4797,24,26,3,5,4.8,NA,1,0.906787091,9.34258169
water sport,diving,diving,9090,36,33,5,9,4.444444444,NA,2.51,0.892794053,7.211548616
water sport,rowing,rowing,12168,39,36,7,5,5,NA,1.82,0.878768398,6.826097951
water sport,sailing,sailing,5855,57,25,3,9,4.111111111,1,2.68,0.915562561,3.209050682
water sport,scuba diving,scuba diving,9964,72,10,5,2,4,NA,2.605333582,0.950627547,13.20466803
water sport,surfing,surfboarding,12632,69,38,7,9,5.333333333,2,2.36,0.89401768,6.486406351
water sport,swimming,swimming,6237,69,38,3,17,2.294117647,5,3.01,0.892663977,8.924028071
water sport,water polo,water polo,1359,54,34,1,15,3.533333333,5,4.066674867,0.943920907,28.43890977
water sport,waterskiing,waterskiing,2053,75,7,1,8,1.75,5,0.7,0.86111191,0
water sport,white-water rafting,rafting,8255,72,10,4,2,3.5,NA,4.305486963,0.925355623,0
weapon,air rifle,air rifle,13030,24,19,8,2,7,NA,3.893249408,0.978714229,6.405090204
weapon,axe,axe,5122,33,27,3,2,4,NA,2.4,0.954416937,4.88810885
weapon,baseball bat,baseball bat,5300,39,26,3,4,5.75,NA,3.368357203,0.981348866,1.400555073
weapon,bomb,bomb,7895,60,9,4,2,3.5,NA,3.44,0.891290755,4.031747498
weapon,crossbow,crossbow,16106,78,1,12,3,8.333333333,NA,1.76,0.966663187,6.266620474
weapon,crowbar,crowbar,4574,18,32,3,2,4,NA,1.83,0.949787195,0
weapon,dagger,dagger,13757,78,1,8,4,5.75,NA,2.4,0.922801416,3.847581044
weapon,fists,fist,10835,42,30,6,2,4.5,NA,2.18,0.892404622,4.035097041
weapon,gun,gun,173,21,18,1,17,1.941176471,8,4.04,0.98412078,4.406246186
weapon,guns,gun,1245,51,34,1,2,1,2,3.49,0.98412078,3.48110867
weapon,knife,knife,4231,72,35,2,16,1.6875,8,3.38,0.935999355,4.593327291
weapon,knives,knife,3491,51,34,2,2,2,NA,2.55,0.935999355,3.064986612
weapon,machine gun,machine gun,10515,27,25,6,3,8,NA,4.161754677,0.981170915,6.341140214
weapon,rifle,rifle,2564,24,19,2,2,3,NA,2.87,0.984646398,6.224494998
weapon,rock,rock,7401,42,30,4,2,7,NA,3.64,0.956866263,0
weapon,shield,shield,9302,45,32,5,3,5,NA,2.62,0.926083779,3.055723691
weapon,shotgun,shotgun,11938,27,25,7,2,7.5,NA,2.71,0.983553816,3.062665301
weapon,spear,spear,8176,69,35,4,2,3.5,NA,2.37,0.940421424,5.685224588
weapon,sword,sword,4908,27,25,3,11,3.818181818,1,3.13,0.944500022,5.325748538
weather,breezy,breezy,12196,42,27,7,2,10,NA,1.61,0.939422926,4.47679094
weather,bright,bright,14159,42,27,9,2,6,NA,3.36,0.813457713,3.94796117
weather,cloudy,cloudy,5848,57,16,3,12,4.333333333,NA,2.05,0.77719551,5.223521032
weather,cold,cold,15075,69,20,10,6,5.833333333,1,3.82,0.734298662,4.757191014
weather,dry,dry,16622,69,20,14,4,12.75,NA,3.34,0.847643277,5.419443854
weather,fog,fog,14800,36,12,10,2,8.5,NA,2.68,0.834391639,3.113593562
weather,foggy,foggy,6676,18,37,4,2,5.5,NA,1.83,0.81347609,3.634634912
weather,frosty,frosty,9979,72,30,5,2,5.5,NA,2.09,0.861495951,4.516983323
weather,hail,hail,15792,24,15,12,7,6.142857143,NA,2.79,0.92689729,2.475074467
weather,hailstones,hailstone,9222,42,27,5,2,5.5,NA,0.7,0.956502456,4.303308119
weather,hot,hot,5460,45,19,3,7,8,1,3.99,0.768034054,3.192134631
weather,humid,humid,10894,45,19,6,3,9.666666667,NA,1.66,0.775842643,5.024744015
weather,hurricane,hurricane,17096,36,12,17,2,11,NA,2.651,0.97183188,2.961058024
weather,icy,icy,11463,72,30,6,3,8.333333333,NA,2.13,0.873554888,4.054394821
weather,lightning,lightning,7899,60,13,4,6,6.333333333,NA,2.86,0.926954642,2.068076584
weather,overcast,overcast,4226,72,30,2,3,7.666666667,NA,1.4,0.739472627,5.309567109
weather,rain,rain,2174,78,14,1,5,1.6,3,3.4,0.968912417,4.237641627
weather,raining,rain,8004,63,12,4,6,2.166666667,2,2.7,0.968912417,4.239633489
weather,rainy,rainy,1998,72,30,1,7,1.714285714,3,2.29,0.975220762,4.276180941
weather,snow,snow,7399,42,27,4,5,6.4,NA,3.2,0.878598197,3.61309473
weather,snowing,snow,6751,21,2,4,4,5,NA,2.18,0.878598197,4.078241563
weather,snowstorm,snowstorm,15124,72,30,10,2,8,NA,1.65,0.967133196,3.815207157
weather,snowy,snowy,3603,54,32,2,3,5,NA,1.74,0.896748124,4.563347827
weather,storm,storm,5001,30,7,3,2,9,NA,3.2,0.957293493,3.842916778
weather,stormy,stormy,11707,18,37,7,5,7.4,NA,1.88,0.976498987,7.566092729
weather,sun,sun,2671,27,9,2,3,1.666666667,1,3.55,0.880912762,1.905392167
weather,sunny,sunny,3494,51,37,2,15,2.466666667,7,2.59,0.89250322,5.172040867
weather,temperate,temperate,17625,36,12,25,2,14.5,NA,1.11,0.909352822,4.57009466
weather,thunder,thunder,8161,69,20,4,4,5.75,NA,2.83,0.720637709,2.566877947
weather,thunderstorm,thunderstorm,7833,57,16,4,3,5,NA,1.52,0.95267595,3.203772445
weather,warm,warm,13686,72,30,8,3,13,NA,3.42,0.703703435,4.286774187
weather,wet,wet,10691,36,12,6,2,4.5,NA,3.3,0.854143216,6.146505148
weather,wind,wind,15867,36,12,12,3,8.333333333,NA,3.48,0.823494542,2.844088277
weather,windy,windy,6866,24,15,4,11,4.181818182,1,2.13,0.93919067,6.236924093
wind instrument,bassoon,bassoon,13308,43,38,8,3,5.333333333,NA,1.23,0.987408875,36.44975552
wind instrument,clarinet,clarinet,1030,46,2,1,14,2.214285714,5,1.91,0.982412227,37.70470398
wind instrument,flute,flute,201,22,8,1,15,2.466666667,8,2.04,0.980013417,19.9174036
wind instrument,french horn,french horn,10863,43,38,6,3,6.333333333,NA,3.664609374,0.991700715,0
wind instrument,oboe,oboe,6439,76,16,3,9,2.444444444,1,1.28,0.982829809,35.56925554
wind instrument,piccolo,piccolo,7583,49,3,4,2,6,NA,1.82,0.961478497,0
wind instrument,recorder,recorder,7122,31,38,4,8,3.125,1,2.4,0.9895264,0
wind instrument,saxophone,saxophone,11531,76,16,6,5,4.4,NA,1.94,0.987990355,22.13508202
wind instrument,trombone,trombone,3498,52,2,2,4,4.25,NA,1.82,0.992827314,10.85270535
wind instrument,trumpet,trumpet,871,40,30,1,4,1.75,3,2.32,0.984729717,13.4291695
wind instrument,tuba,tuba,6709,19,37,4,3,2.666666667,NA,1.79,0.997001707,0
wind instrument,windpipe,windpipe,8477,79,25,4,2,3.5,NA,1.67,0.703424816,0
winter sport,bobsleigh,bobsleigh,6214,69,16,3,6,4,NA,1.11,0.934144135,35.51964332
winter sport,cross-country skiing,skiing,10684,36,5,6,3,3.666666667,NA,4.054988853,0.949457238,27.51361069
winter sport,curling,curling,2965,36,5,2,5,5.2,NA,1.7,0.91894839,20.76574312
winter sport,figure skating,figure skating,10635,33,8,6,2,6,NA,3.836205278,0.951445305,15.65667845
winter sport,hockey,hockey,190,21,35,1,2,3,1,2.77,0.970824398,10.01707473
winter sport,ice hockey,ice hockey,5733,54,13,3,10,4,2,3.668632484,0.975656647,12.6863564
winter sport,ice skating,ice skating,4425,78,37,2,12,3.833333333,NA,3.63598525,0.969902088,18.32596011
winter sport,skiing,skiing,1688,63,21,1,17,1.235294118,15,2.33,0.949457238,18.45234855
winter sport,tobogganing,toboggan,9872,69,16,5,2,6.5,NA,0.9,0.923759332,25.60611277
